,Pokemon,DPS,TDO,Battle_Stat,Max_CP_Lv40,Fast_Move,Charged_Move,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
756,Regice,10.737,494.9,612.5,3122,Frost Breath,Blizzard,378.0,Ice,,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,True
757,Regidrago,13.729,458.6,1186.8,2973,Bite,Outrage,,,,,,,,,,,,
758,Regieleki,14.757,293.9,944.5,2803,Thunder Shock,Zap Cannon,,,,,,,,,,,,
759,Regigigas,17.97,662.2,3842.3,4346,Zen Headbutt,Giga Impact,486.0,Normal,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,4.0,True
760,Regirock,10.891,502.0,648.5,3122,Rock Throw,Stone Edge,377.0,Rock,,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,True
761,Registeel,8.658,369.5,239.8,2447,Metal Claw,Hyper Beam,379.0,Steel,,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,True
762,Relicanth,10.14,368.2,383.9,2528,Water Gun,Hydro Pump,369.0,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,3.0,False
763,Remoraid,7.321,53.8,21.1,912,Water Gun,Water Pulse,223.0,Water,,300.0,35.0,65.0,35.0,65.0,35.0,65.0,2.0,False
764,Reshiram,18.075,623.7,3683.0,4038,Fire Fang,Overheat,643.0,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,5.0,True
765,Reuniclus,12.864,374.0,796.0,2927,Zen Headbutt,Shadow Ball,579.0,Psychic,,490.0,110.0,65.0,75.0,125.0,85.0,30.0,5.0,False
766,Rhydon,13.817,442.3,1166.7,3179,Mud Slap,Earthquake,112.0,Ground,Rock,485.0,105.0,130.0,120.0,45.0,45.0,40.0,1.0,False
767,Rhyhorn,8.38,169.3,99.6,1651,Mud Slap,Bulldoze,111.0,Ground,Rock,345.0,80.0,85.0,95.0,30.0,30.0,25.0,1.0,False
768,Rhyperior,16.304,617.0,2674.3,3733,Mud Slap,Rock Wrecker,464.0,Ground,Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,4.0,False
769,Ribombee,12.262,232.9,429.3,2200,Struggle Bug,Dazzling Gleam,,,,,,,,,,,,
770,Rillaboom,15.87,483.7,1933.6,3324,Razor Leaf,Grass Knot,,,,,,,,,,,,
771,Riolu,8.434,73.5,44.1,993,Counter,Cross Chop,447.0,Fighting,,285.0,40.0,70.0,40.0,35.0,40.0,60.0,4.0,False
772,Rock Star Pikachu,7.908,76.7,37.9,938,Thunder Shock,Meteor Mash,,,,,,,,,,,,
773,Rockruff,7.47,68.9,28.7,950,Rock Throw,Stone Edge,,,,,,,,,,,,
774,Roggenrola,7.895,110.3,54.3,1205,Smack Down,Power Gem,524.0,Rock,,280.0,55.0,75.0,85.0,25.0,25.0,15.0,5.0,False
775,Rolycoly,5.277,45.4,6.7,612,Smack Down,Rock Slide,,,,,,,,,,,,
776,Rookidee,6.637,49.5,14.5,666,Air Slash,Drill Peck,,,,,,,,,,,,
777,Roselia,12.628,194.5,391.7,1870,Poison Jab,Sludge Bomb,315.0,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,3.0,False
778,Roserade,16.301,384.6,1665.8,2971,Poison Jab,Grass Knot,407.0,Grass,Poison,515.0,60.0,70.0,65.0,125.0,105.0,90.0,4.0,False
779,Rotom,11.811,216.8,357.1,2031,Thunder Shock,Thunderbolt,479.0,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,4.0,False
780,Rotom Fan,12.364,305.2,576.9,2579,Air Slash,Thunderbolt,479.0,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
781,Rotom Frost,12.689,313.2,639.9,2579,Thunder Shock,Thunderbolt,479.0,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
782,Rotom Heat,12.828,316.6,668.4,2579,Thunder Shock,Overheat,479.0,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
783,Rotom Mow,12.689,313.2,639.9,2579,Thunder Shock,Thunderbolt,479.0,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
784,Rotom Wash,12.689,313.2,639.9,2579,Thunder Shock,Thunderbolt,479.0,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
785,Rowlet,7.024,102.2,35.4,1058,Razor Leaf,Seed Bomb,,,,,,,,,,,,
786,Rufflet,10.568,153.6,181.3,1491,Wing Attack,Brave Bird,627.0,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,5.0,False
787,Runerigus,11.505,334.0,508.7,2273,Shadow Claw,Shadow Ball,,,,,,,,,,,,
788,Sableye,9.74,155.1,143.3,1476,Shadow Claw,Foul Play,302.0,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,3.0,False
789,Salamence,18.271,536.0,3269.2,3749,Dragon Tail,Outrage,373.0,Dragon,Flying,600.0,95.0,135.0,80.0,110.0,80.0,100.0,3.0,False
790,Salandit,9.322,91.6,74.2,1122,Poison Jab,Flamethrower,,,,,,,,,,,,
791,Salazzle,13.537,250.6,621.7,2479,Poison Jab,Fire Blast,,,,,,,,,,,,
792,Samurott,16.621,458.3,2104.3,2826,Fury Cutter,Hydro Cannon,503.0,Water,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,5.0,False
793,Sandaconda,12.835,377.7,798.6,2790,Mud Slap,Earth Power,,,,,,,,,,,,
794,Sandile,8.624,76.4,49.0,1037,Bite,Crunch,551.0,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,5.0,False
795,Sandshrew,7.742,110.3,51.2,1261,Scratch,Return,27.0,Ground,,300.0,50.0,75.0,85.0,20.0,30.0,40.0,1.0,False
796,Sandslash,10.759,278.1,346.3,2374,Mud Shot,Earthquake,28.0,Ground,,450.0,75.0,100.0,110.0,45.0,55.0,65.0,1.0,False
797,Sandygast,8.79,130.6,88.7,1233,Mud Shot,Shadow Ball,,,,,,,,,,,,
798,Sawk,13.663,312.2,796.2,2788,Low Kick,Focus Blast,539.0,Fighting,,465.0,75.0,125.0,75.0,30.0,75.0,85.0,5.0,False
799,Sawsbuck,12.064,276.3,485.1,2416,Feint Attack,Solar Beam,586.0,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,5.0,False
800,Scatterbug,3.292,23.3,0.8,492,Bug Bite,Struggle,664.0,Bug,,200.0,38.0,35.0,40.0,27.0,25.0,35.0,6.0,False
801,Sceptile,16.367,390.8,1713.6,2757,Fury Cutter,Frenzy Plant,254.0,Grass,,530.0,70.0,85.0,65.0,105.0,85.0,120.0,3.0,False
802,Scizor,13.759,350.0,911.5,3001,Fury Cutter,X-Scissor,212.0,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,2.0,False
803,Scolipede,13.666,306.3,781.8,2447,Bug Bite,Sludge Bomb,545.0,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,5.0,False
804,Scorbunny,8.533,84.6,52.6,1097,Ember,Flamethrower,,,,,,,,,,,,
805,Scrafty,10.971,321.2,424.1,2283,Counter,Foul Play,560.0,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,5.0,False
806,Scraggy,8.851,137.2,95.2,1372,Feint Attack,Foul Play,559.0,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,5.0,False
807,Scyther,13.765,330.5,861.9,2706,Fury Cutter,Bug Buzz,123.0,Bug,Flying,500.0,70.0,110.0,80.0,55.0,80.0,105.0,1.0,False
808,Seadra,11.209,214.2,301.6,2093,Water Gun,Hydro Pump,117.0,Water,,440.0,55.0,65.0,95.0,95.0,45.0,85.0,1.0,False
809,Seaking,10.106,232.9,240.4,2162,Waterfall,Megahorn,119.0,Water,,450.0,80.0,92.0,65.0,65.0,80.0,68.0,1.0,False
810,Sealeo,8.693,196.9,129.4,1714,Water Gun,Return,364.0,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,3.0,False
811,Seedot,5.752,49.6,9.4,598,Quick Attack,Grass Knot,273.0,Grass,,220.0,40.0,40.0,50.0,30.0,30.0,30.0,3.0,False
812,Seel,5.919,99.4,20.6,971,Water Gun,Aqua Tail,86.0,Water,,325.0,65.0,45.0,55.0,45.0,70.0,45.0,1.0,False
813,Seismitoad,12.136,344.6,616.0,2564,Bubble,Earth Power,537.0,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,5.0,False
814,Sentret,5.907,45.5,9.4,618,Scratch,Grass Knot,161.0,Normal,,215.0,35.0,46.0,34.0,35.0,45.0,20.0,2.0,False
815,Serperior,12.238,364.5,668.2,2277,Vine Whip,Frenzy Plant,497.0,Grass,,528.0,75.0,75.0,95.0,75.0,95.0,113.0,5.0,False
816,Servine,9.129,179.9,136.8,1441,Vine Whip,Grass Knot,496.0,Grass,,413.0,60.0,60.0,75.0,60.0,75.0,83.0,5.0,False
817,Seviper,10.439,185.0,210.5,2105,Poison Jab,Poison Fang,336.0,Poison,,458.0,73.0,100.0,60.0,100.0,60.0,65.0,3.0,False
818,Sewaddle,6.708,92.5,27.9,977,Bug Bite,Seed Bomb,540.0,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,5.0,False
819,Shadow Abomasnow,14.692,326.3,1034.8,2362,Razor Leaf,Weather Ball Ice,,,,,,,,,,,,
820,Shadow Abra,14.249,86.3,249.7,1342,Zen Headbutt,Psyshock,,,,,,,,,,,,
821,Shadow Absol,18.135,252.0,1502.9,2526,Snarl,Dark Pulse,,,,,,,,,,,,
822,Shadow Aerodactyl,16.97,350.1,1710.8,2783,Rock Throw,Rock Slide,,,,,,,,,,,,
823,Shadow Aggron,14.637,430.6,1350.3,3000,Iron Tail,Heavy Slam,,,,,,,,,,,,
824,Shadow Aipom,9.265,109.6,87.1,1348,Scratch,Swift,,,,,,,,,,,,
825,Shadow Alakazam,21.197,359.2,3420.8,3057,Confusion,Psychic,,,,,,,,,,,,
826,Shadow Alolan Diglett,8.308,37.8,21.7,681,Metal Claw,Mud Bomb,,,,,,,,,,,,
827,Shadow Alolan Exeggutor,18.452,414.1,2601.8,3014,Dragon Tail,Solar Beam,,,,,,,,,,,,
828,Shadow Alolan Marowak,12.492,246.9,481.2,1835,Fire Spin,Shadow Ball,,,,,,,,,,,,
829,Shadow Alolan Raticate,11.172,214.0,298.4,1705,Quick Attack,Hyper Fang,,,,,,,,,,,,
830,Shadow Alolan Rattata,8.974,51.6,37.3,734,Quick Attack,Hyper Fang,,,,,,,,,,,,
831,Shadow Alolan Sandshrew,9.774,123.7,115.5,1293,Metal Claw,Blizzard,,,,,,,,,,,,
832,Shadow Alolan Sandslash,13.482,320.9,786.4,2432,Metal Claw,Blizzard,,,,,,,,,,,,
833,Shadow Ambipom,15.423,276.2,1013.4,2418,Scratch,Hyper Beam,,,,,,,,,,,,
834,Shadow Amoonguss,12.903,303.4,651.7,2140,Feint Attack,Grass Knot,,,,,,,,,,,,
835,Shadow Ampharos,14.546,343.6,1057.7,2852,Volt Switch,Zap Cannon,,,,,,,,,,,,
836,Shadow Anorith,11.878,113.0,189.3,1529,Scratch,Ancient Power,,,,,,,,,,,,
837,Shadow Arbok,12.482,206.2,400.9,1921,Acid,Gunk Shot,,,,,,,,,,,,
838,Shadow Arcanine,17.657,410.3,2258.5,3029,Fire Fang,Flamethrower,,,,,,,,,,,,
839,Shadow Armaldo,14.912,319.5,1059.4,2848,Fury Cutter,Rock Blast,,,,,,,,,,,,
840,Shadow Aron,9.39,128.8,106.6,1307,Metal Claw,Iron Head,,,,,,,,,,,,
841,Shadow Articuno,13.856,446.5,1187.8,3051,Frost Breath,Ice Beam,,,,,,,,,,,,
842,Shadow Bagon,9.234,82.5,64.9,1156,Bite,Flamethrower,,,,,,,,,,,,
843,Shadow Banette,18.835,271.8,1816.5,2298,Shadow Claw,Shadow Ball,,,,,,,,,,,,
844,Shadow Bayleef,10.464,174.9,200.4,1454,Razor Leaf,Grass Knot,,,,,,,,,,,,
845,Shadow Beedrill,14.331,213.9,629.5,1846,Bug Bite,Sludge Bomb,,,,,,,,,,,,
846,Shadow Beldum,3.967,45.5,2.8,976,Take Down,Struggle,,,,,,,,,,,,
847,Shadow Bellossom,13.727,312.8,809.0,2281,Razor Leaf,Leaf Blade,,,,,,,,,,,,
848,Shadow Bellsprout,13.262,88.6,206.6,1033,Vine Whip,Power Whip,,,,,,,,,,,,
849,Shadow Bibarel,13.102,206.1,463.5,1823,Water Gun,Hyper Fang,,,,,,,,,,,,
850,Shadow Bidoof,7.595,64.9,28.4,721,Tackle,Hyper Fang,,,,,,,,,,,,
851,Shadow Blastoise,15.554,405.4,1525.4,2466,Water Gun,Hydro Cannon,,,,,,,,,,,,
852,Shadow Bulbasaur,10.802,112.6,141.8,1115,Vine Whip,Power Whip,,,,,,,,,,,,
853,Shadow Cacnea,13.548,106.0,263.5,1242,Sucker Punch,Grass Knot,,,,,,,,,,,,
854,Shadow Cacturne,18.711,263.1,1723.3,2298,Sucker Punch,Grass Knot,,,,,,,,,,,,
855,Shadow Camerupt,15.081,246.3,844.6,2193,Incinerate,Earth Power,,,,,,,,,,,,
856,Shadow Carvanha,14.066,62.8,174.8,1020,Bite,Crunch,,,,,,,,,,,,
857,Shadow Charizard,19.253,420.7,3002.5,2889,Fire Spin,Blast Burn,,,,,,,,,,,,
858,Shadow Charmander,9.044,75.1,55.6,980,Scratch,Flamethrower,,,,,,,,,,,,
859,Shadow Charmeleon,12.808,173.4,364.3,1653,Fire Fang,Flamethrower,,,,,,,,,,,,
860,Shadow Chikorita,8.738,99.0,66.0,935,Vine Whip,Grass Knot,,,,,,,,,,,,
861,Shadow Cloyster,14.268,339.9,987.2,2547,Frost Breath,Avalanche,,,,,,,,,,,,
862,Shadow Cradily,12.252,318.4,585.6,2211,Infestation,Grass Knot,,,,,,,,,,,,
863,Shadow Crobat,15.081,358.5,1229.7,2646,Air Slash,Sludge Bomb,,,,,,,,,,,,
864,Shadow Croconaw,9.892,159.9,154.7,1722,Water Gun,Water Pulse,,,,,,,,,,,,
865,Shadow Cubone,6.89,96.3,31.5,1019,Mud Slap,Bone Club,,,,,,,,,,,,
866,Shadow Cyndaquil,9.002,74.8,54.6,980,Ember,Flamethrower,,,,,,,,,,,,
867,Shadow Delibird,9.724,84.4,77.6,1094,Quick Attack,Ice Punch,,,,,,,,,,,,
868,Shadow Diglett,8.262,36.4,20.5,676,Mud Slap,Mud Bomb,,,,,,,,,,,,
869,Shadow Dragonair,12.21,181.1,329.7,1780,Dragon Breath,Dragon Pulse,,,,,,,,,,,,
870,Shadow Dragonite,20.854,575.4,5218.5,3792,Dragon Tail,Outrage,,,,,,,,,,,,
871,Shadow Drapion,14.37,337.2,1000.8,2453,Bite,Sludge Bomb,,,,,,,,,,,,
872,Shadow Dratini,8.644,72.1,46.5,1004,Dragon Breath,Aqua Tail,,,,,,,,,,,,
873,Shadow Drowzee,8.002,118.8,60.9,1040,Confusion,Psychic,,,,,,,,,,,,
874,Shadow Ducklett,7.828,86.9,41.7,856,Water Gun,Brave Bird,,,,,,,,,,,,
875,Shadow Dugtrio,12.062,132.7,232.9,1567,Mud Slap,Mud Bomb,,,,,,,,,,,,
876,Shadow Dusclops,7.88,153.2,74.9,1591,Hex,Shadow Punch,,,,,,,,,,,,
877,Shadow Dusknoir,11.99,266.7,459.7,2388,Hex,Psychic,,,,,,,,,,,,
878,Shadow Duskull,4.996,51.1,6.4,706,Hex,Ominous Wind,,,,,,,,,,,,
879,Shadow Ekans,9.601,78.4,69.3,927,Acid,Sludge Bomb,,,,,,,,,,,,
880,Shadow Electabuzz,15.268,271.9,967.7,2334,Thunder Shock,Thunderbolt,,,,,,,,,,,,
881,Shadow Electivire,20.271,409.0,3406.4,3079,Thunder Shock,Wild Charge,,,,,,,,,,,,
882,Shadow Electrike,10.317,74.9,82.3,965,Spark,Thunderbolt,,,,,,,,,,,,
883,Shadow Electrode,13.313,246.1,580.6,2099,Spark,Thunderbolt,,,,,,,,,,,,
884,Shadow Entei,19.076,545.8,3789.2,3473,Fire Fang,Overheat,,,,,,,,,,,,
885,Shadow Exeggcute,9.4,129.4,107.5,1175,Confusion,Psychic,,,,,,,,,,,,
886,Shadow Exeggutor,18.949,415.1,2824.6,3014,Confusion,Psychic,,,,,,,,,,,,
887,Shadow Exploud,11.129,241.6,333.1,2347,Bite,Fire Blast,,,,,,,,,,,,
888,Shadow Feraligatr,18.45,461.4,2897.7,2857,Water Gun,Hydro Cannon,,,,,,,,,,,,
889,Shadow Flaaffy,11.462,153.7,231.4,1521,Charge Beam,Thunderbolt,,,,,,,,,,,,
890,Shadow Flygon,16.264,352.9,1518.1,2661,Dragon Tail,Earth Power,,,,,,,,,,,,
891,Shadow Foongus,8.855,100.4,69.7,979,Feint Attack,Grass Knot,,,,,,,,,,,,
892,Shadow Forretress,12.665,315.8,641.5,2282,Bug Bite,Heavy Slam,,,,,,,,,,,,
893,Shadow Gallade,18.684,417.5,2722.9,3093,Confusion,Psychic,,,,,,,,,,,,
894,Shadow Gardevoir,18.684,417.5,2722.9,3093,Confusion,Psychic,,,,,,,,,,,,
895,Shadow Geodude,10.607,121.7,145.3,1293,Rock Throw,Rock Slide,,,,,,,,,,,,
896,Shadow Girafarig,15.056,241.0,822.4,2046,Confusion,Psychic,,,,,,,,,,,,
897,Shadow Gligar,9.982,204.5,203.4,1857,Wing Attack,Aerial Ace,,,,,,,,,,,,
898,Shadow Gliscor,13.459,361.6,881.6,2692,Wing Attack,Earthquake,,,,,,,,,,,,
899,Shadow Gloom,12.754,189.3,392.8,1681,Acid,Sludge Bomb,,,,,,,,,,,,
900,Shadow Golbat,12.163,227.5,409.4,1976,Wing Attack,Shadow Ball,,,,,,,,,,,,
901,Shadow Golduck,13.905,291.8,784.5,2450,Water Gun,Hydro Pump,,,,,,,,,,,,
902,Shadow Golem,15.855,400.4,1595.7,2949,Rock Throw,Earthquake,,,,,,,,,,,,
903,Shadow Granbull,17.069,319.9,1591.0,2552,Charm,Play Rough,,,,,,,,,,,,
904,Shadow Graveler,12.804,213.4,447.9,1897,Rock Throw,Rock Slide,,,,,,,,,,,,
905,Shadow Grimer,12.176,151.6,273.6,1374,Poison Jab,Sludge Bomb,,,,,,,,,,,,
906,Shadow Grotle,12.311,220.5,411.4,1890,Razor Leaf,Solar Beam,,,,,,,,,,,,
907,Shadow Growlithe,10.536,105.9,123.9,1243,Ember,Flamethrower,,,,,,,,,,,,
908,Shadow Gyarados,17.122,459.7,2307.6,3391,Waterfall,Hydro Pump,,,,,,,,,,,,
909,Shadow Hariyama,18.536,438.3,2791.5,2829,Counter,Dynamic Punch,,,,,,,,,,,,
910,Shadow Hippopotas,8.764,124.0,83.5,1358,Bite,Dig,,,,,,,,,,,,
911,Shadow Hippowdon,15.207,460.2,1618.2,3085,Fire Fang,Earth Power,,,,,,,,,,,,
912,Shadow Hitmonchan,14.064,262.1,729.1,2332,Counter,Close Combat,,,,,,,,,,,,
913,Shadow Hitmonlee,15.117,260.5,899.8,2576,Double Kick,Close Combat,,,,,,,,,,,,
914,Shadow Ho-Oh,18.589,637.6,4095.3,3863,Incinerate,Brave Bird,,,,,,,,,,,,
915,Shadow Honchkrow,22.093,361.8,3902.0,2711,Snarl,Sky Attack,,,,,,,,,,,,
916,Shadow Hoppip,6.434,51.1,13.6,600,Tackle,Grass Knot,,,,,,,,,,,,
917,Shadow Horsea,9.194,73.4,57.0,1056,Water Gun,Bubble Beam,,,,,,,,,,,,
918,Shadow Houndoom,18.075,325.8,1923.8,2635,Fire Fang,Foul Play,,,,,,,,,,,,
919,Shadow Houndour,12.031,97.5,169.8,1234,Feint Attack,Flamethrower,,,,,,,,,,,,
920,Shadow Hypno,11.971,306.7,526.2,2090,Confusion,Psychic,,,,,,,,,,,,
921,Shadow Ivysaur,13.25,205.8,478.8,1699,Vine Whip,Power Whip,,,,,,,,,,,,
922,Shadow Jumpluff,9.064,203.4,151.5,1636,Infestation,Solar Beam,,,,,,,,,,,,
923,Shadow Kabuto,9.814,102.9,97.3,1370,Scratch,Ancient Power,,,,,,,,,,,,
924,Shadow Kabutops,15.024,296.9,1006.7,2713,Waterfall,Stone Edge,,,,,,,,,,,,
925,Shadow Kadabra,17.103,176.3,881.7,2059,Confusion,Shadow Ball,,,,,,,,,,,,
926,Shadow Kakuna,3.103,23.1,0.7,432,Bug Bite,Struggle,,,,,,,,,,,,
927,Shadow Kangaskhan,12.36,319.1,602.4,2586,Mud Slap,Outrage,,,,,,,,,,,,
928,Shadow Kingdra,15.355,363.8,1317.0,2641,Dragon Breath,Outrage,,,,,,,,,,,,
929,Shadow Kirlia,10.117,80.5,83.3,966,Confusion,Psychic,,,,,,,,,,,,
930,Shadow Koffing,10.072,122.7,125.3,1214,Acid,Sludge Bomb,,,,,,,,,,,,
931,Shadow Lairon,12.301,257.6,479.5,2056,Metal Claw,Heavy Slam,,,,,,,,,,,,
932,Shadow Lapras,13.022,415.6,917.7,2641,Water Gun,Surf,,,,,,,,,,,,
933,Shadow Larvitar,8.298,78.8,45.0,1040,Bite,Ancient Power,,,,,,,,,,,,
934,Shadow Latias,17.621,545.2,2983.4,3510,Dragon Breath,Psychic,,,,,,,,,,,,
935,Shadow Latios,20.605,554.5,4851.1,3812,Dragon Breath,Psychic,,,,,,,,,,,,
936,Shadow Liepard,14.218,176.1,506.1,1846,Snarl,Dark Pulse,,,,,,,,,,,,
937,Shadow Lileep,9.03,155.1,114.2,1291,Acid,Grass Knot,,,,,,,,,,,,
938,Shadow Loudred,10.117,119.1,123.3,1327,Bite,Stomp,,,,,,,,,,,,
939,Shadow Lugia,17.949,843.4,4876.9,3703,Extrasensory,Aeroblast+,,,,,,,,,,,,
940,Shadow Luxio,13.96,151.0,410.7,1486,Spark,Wild Charge,,,,,,,,,,,,
941,Shadow Luxray,18.971,384.6,2625.9,2888,Spark,Wild Charge,,,,,,,,,,,,
942,Shadow Machamp,19.65,439.0,3330.3,3056,Counter,Dynamic Punch,,,,,,,,,,,,
943,Shadow Machoke,15.231,252.8,893.3,2031,Karate Chop,Dynamic Punch,,,,,,,,,,,,
944,Shadow Machop,10.516,110.3,128.3,1278,Karate Chop,Cross Chop,,,,,,,,,,,,
945,Shadow Magikarp,1.336,7.7,0.0,274,Splash,Struggle,,,,,,,,,,,,
946,Shadow Magikarp,1.336,7.7,0.0,274,Splash,Frustration,,,,,,,,,,,,
947,Shadow Magmar,14.772,257.0,828.3,2394,Karate Chop,Flamethrower,,,,,,,,,,,,
948,Shadow Magmortar,17.771,376.7,2113.9,3132,Fire Spin,Fire Punch,,,,,,,,,,,,
949,Shadow Magnemite,12.676,107.7,219.3,1362,Thunder Shock,Thunderbolt,,,,,,,,,,,,
950,Shadow Magneton,16.403,265.3,1170.8,2485,Thunder Shock,Discharge,,,,,,,,,,,,
951,Shadow Magnezone,18.939,450.6,3060.9,3205,Spark,Wild Charge,,,,,,,,,,,,
952,Shadow Makuhita,7.987,60.9,31.0,817,Rock Smash,Cross Chop,,,,,,,,,,,,
953,Shadow Mamoswine,20.377,487.6,4125.6,3328,Mud Slap,Avalanche,,,,,,,,,,,,
954,Shadow Manectric,18.377,282.2,1751.2,2340,Thunder Fang,Wild Charge,,,,,,,,,,,,
955,Shadow Mareep,9.959,87.2,86.1,991,Thunder Shock,Thunderbolt,,,,,,,,,,,,
956,Shadow Marowak,10.894,215.3,278.3,1835,Mud Slap,Earthquake,,,,,,,,,,,,
957,Shadow Marshtomp,12.47,199.6,387.0,1776,Water Gun,Surf,,,,,,,,,,,,
958,Shadow Mawile,12.251,168.0,308.9,1634,Fire Fang,Play Rough,,,,,,,,,,,,
959,Shadow Meganium,15.357,395.1,1430.7,2410,Vine Whip,Frenzy Plant,,,,,,,,,,,,
960,Shadow Meowth,7.943,57.7,28.9,748,Scratch,Body Slam,,,,,,,,,,,,
961,Shadow Metagross,21.763,627.0,6462.6,3791,Bullet Punch,Meteor Mash,,,,,,,,,,,,
962,Shadow Metang,11.58,217.5,337.7,1721,Metal Claw,Psychic,,,,,,,,,,,,
963,Shadow Mewtwo,25.4,662.7,10859.6,4178,Confusion,Psystrike,,,,,,,,,,,,
964,Shadow Mightyena,12.557,199.6,395.2,1926,Bite,Play Rough,,,,,,,,,,,,
965,Shadow Misdreavus,10.681,177.5,216.2,1926,Hex,Ominous Wind,,,,,,,,,,,,
966,Shadow Mismagius,17.072,339.0,1686.9,2615,Hex,Shadow Ball,,,,,,,,,,,,
967,Shadow Moltres,21.042,529.5,4933.1,3465,Fire Spin,Sky Attack,,,,,,,,,,,,
968,Shadow Mudkip,8.672,82.3,53.7,1128,Water Gun,Stomp,,,,,,,,,,,,
969,Shadow Muk,14.689,394.0,1248.7,2757,Poison Jab,Gunk Shot,,,,,,,,,,,,
970,Shadow Murkrow,14.812,148.5,482.6,1562,Feint Attack,Drill Peck,,,,,,,,,,,,
971,Shadow Nidoking,16.081,327.6,1362.2,2567,Poison Jab,Earth Power,,,,,,,,,,,,
972,Shadow Nidoqueen,14.296,345.1,1008.3,2488,Poison Jab,Earth Power,,,,,,,,,,,,
973,Shadow Nidoran♀,7.894,76.4,37.6,816,Poison Sting,Sludge Bomb,,,,,,,,,,,,
974,Shadow Nidoran♂,9.322,71.1,57.6,860,Poison Sting,Sludge Bomb,,,,,,,,,,,,
975,Shadow Nidorina,9.965,145.5,143.9,1309,Poison Sting,Sludge Bomb,,,,,,,,,,,,
976,Shadow Nidorino,11.919,148.5,251.5,1393,Poison Jab,Sludge Bomb,,,,,,,,,,,,
977,Shadow Ninetales,14.2,323.2,925.6,2279,Fire Spin,Weather Ball Fire,,,,,,,,,,,,
978,Shadow Nosepass,6.936,107.9,36.0,993,Rock Throw,Rock Slide,,,,,,,,,,,,
979,Shadow Numel,8.597,79.4,50.5,1057,Ember,Bulldoze,,,,,,,,,,,,
980,Shadow Nuzleaf,12.406,124.8,238.2,1227,Feint Attack,Grass Knot,,,,,,,,,,,,
981,Shadow Oddish,11.162,117.2,163.0,1228,Acid,Sludge Bomb,,,,,,,,,,,,
982,Shadow Omanyte,10.738,131.5,162.8,1544,Water Gun,Rock Blast,,,,,,,,,,,,
983,Shadow Omastar,15.702,366.8,1419.8,2786,Rock Throw,Rock Slide,,,,,,,,,,,,
984,Shadow Patrat,8.767,63.8,43.0,791,Tackle,Hyper Fang,,,,,,,,,,,,
985,Shadow Persian,11.164,173.5,241.5,1689,Scratch,Play Rough,,,,,,,,,,,,
986,Shadow Piloswine,14.709,312.3,993.9,2345,Powder Snow,Avalanche,,,,,,,,,,,,
987,Shadow Pineco,7.326,88.2,34.7,1108,Bug Bite,Gyro Ball,,,,,,,,,,,,
988,Shadow Pinsir,16.943,343.6,1671.3,2959,Bug Bite,X-Scissor,,,,,,,,,,,,
989,Shadow Politoed,14.32,356.7,1047.3,2449,Bubble,Weather Ball Water,,,,,,,,,,,,
990,Shadow Poliwag,7.494,56.8,23.9,829,Bubble,Bubble Beam,,,,,,,,,,,,
991,Shadow Poliwhirl,9.131,129.7,98.7,1419,Bubble,Bubble Beam,,,,,,,,,,,,
992,Shadow Poliwrath,14.816,378.5,1231.1,2586,Bubble,Dynamic Punch,,,,,,,,,,,,
993,Shadow Poochyena,7.818,43.3,20.7,678,Snarl,Crunch,,,,,,,,,,,,
994,Shadow Porygon,11.537,179.3,275.4,1720,Tackle,Hyper Beam,,,,,,,,,,,,
995,Shadow Porygon-Z,18.235,370.6,2247.1,3266,Lock-On,Tri-Attack,,,,,,,,,,,,
